approx_pct_share_num_creators_t28ddmedian,chain,chain_id,chain_name,dt,is_op_chain,known_creators,known_creators_t28dma,known_creators_t28dmedian,known_projects,known_projects_t28dma,known_projects_t28dmedian,num_contracts,num_contracts_no_tokens,num_contracts_no_tokens_t28dma,num_contracts_no_tokens_t28dmedian,num_contracts_t28dma,num_contracts_t28dmedian,num_creators,num_creators_no_tokens,num_creators_no_tokens_t28dma,num_creators_no_tokens_t28dma_excl_all,num_creators_no_tokens_t28dmedian,num_creators_t28dma,num_creators_t28dma_excl_all,num_creators_t28dmedian,pct_creators_no_tokens_t28dma,pct_share_num_creators_no_tokens_t28dma_t28dma,pct_share_num_creators_t28dma,unknown_creators,unknown_creators_t28dma,unknown_creators_t28dmedian,last_updated
0.38249729109567215,bnb,56.0,BNB,2024-07-28 00:00:00,0,1930,2112.1071428571427,2098,1930,2119.214285714286,2116,48919,16477,17945.0,17558,52954.142857142855,52351,10778,5092,5532.321428571428,5532.321428571428,5528,12009.25,12009.25,12002,0.46067168462405467,0.34668633173386804,0.3843574971995519,9429,10538.535714285714,10519,2024-07-30 02:27:59.149537
0.28249091720313596,ethereum,1.0,Ethereum,2024-07-28 00:00:00,0,2661,2624.535714285714,2624,2281,2244.5714285714284,2230,26635,16542,16826.464285714286,16855,26362.35714285714,26407,9060,5644,5595.857142857143,5595.857142857143,5627,8824.42857142857,8824.42857142857,8864,0.6341325217334997,0.35066783642483706,0.2824269025901287,7159,6935.928571428572,6965,2024-07-30 02:27:59.149537
0.2103703231563516,- OP Chains -,,- OP Chains -,2024-07-28 00:00:00,0,876,928.2142857142857,933,552,592.75,594,162688,140091,75451.78571428571,52691,96267.17857142857,73780,6327,2296,2493.3928571428573,2493.3928571428573,2499,6461.785714285715,6461.785714285715,6601,0.3858674625545791,0.15625,0.20681023249434197,5689,5790.285714285715,5921,2024-07-30 02:27:59.149537
0.18589457581745172,base,8453.0,Base,2024-07-28 00:00:00,1,627,648.2142857142857,650,437,459.89285714285717,462,144256,126061,48576.32142857143,35233,65323.892857142855,50085,5621,1860,1989.0,1989.0,1986,5756.035714285715,5756.035714285715,5833,0.34555032295292515,0.12464191076416242,0.18422261847609905,5181,5302.857142857143,5385,2024-07-30 02:27:59.149537
0.07502071515074256,arbitrum,42161.0,Arbitrum One,2024-07-28 00:00:00,0,789,826.6785714285714,829,667,711.1428571428571,714,18828,14698,15888.42857142857,16284,20284.35714285714,20571,2129,1745,1906.107142857143,1906.107142857143,1927,2333.6428571428573,2333.6428571428573,2354,0.8167947109056961,0.11944737878679366,0.07468852159202616,1673,1862.2142857142858,1887,2024-07-30 02:27:59.149537
0.03422780291924278,optimism,10.0,OP Mainnet,2024-07-28 00:00:00,1,438,472.7857142857143,476,263,285.42857142857144,285,16177,14348,27210.321428571428,28534,29018.714285714286,30182,1028,803,892.0,892.0,902,1069.3214285714287,1069.3214285714287,1074,0.8341738752880664,0.05589772971424479,0.0342237615161283,652,661.6785714285714,668,2024-07-30 02:27:59.149537
0.03323984957613615,avalanche_c,43114.0,Avalanche C-Chain,2024-07-28 00:00:00,0,307,320.7142857142857,321,238,245.46428571428572,246,4146,2811,3201.8214285714284,3181,4659.785714285715,4684,947,757,811.9285714285714,811.9285714285714,829,1035.0357142857142,1035.0357142857142,1043,0.7844449811945758,0.05088000429707083,0.033126443088036944,735,816.4642857142857,823,2024-07-30 02:27:59.149537
0.019249155459238956,fantom,250.0,Fantom,2024-07-28 00:00:00,0,167,183.42857142857142,185,129,142.46428571428572,143,8853,7256,8393.892857142857,8439,10344.464285714286,10351,521,391,449.2142857142857,449.2142857142857,448,610.5357142857143,610.5357142857143,604,0.7357706931851418,0.028150290052281028,0.019540269300230895,409,486.32142857142856,479,2024-07-30 02:27:59.149537
0.012588437758939384,scroll,534352.0,Scroll,2024-07-28 00:00:00,0,0,0.0,0,0,0.0,0,5332,4439,2607.714285714286,2755,3507.464285714286,3652,391,324,328.0,328.0,328,393.39285714285717,393.39285714285717,395,0.8337721289151157,0.02055432213707656,0.012590585922319,391,393.39285714285717,395,2024-07-30 02:27:59.149537
0.012078526356045637,gnosis,100.0,Gnosis,2024-07-28 00:00:00,0,139,152.89285714285714,154,107,114.46428571428571,115,2312,1841,2535.035714285714,2607,3414.75,3500,325,277,332.2142857142857,332.2142857142857,341,368.07142857142856,368.07142857142856,379,0.9025810207646032,0.020818412948506768,0.011780170541572365,233,265.82142857142856,274,2024-07-30 02:27:59.149537
0.007839887819491364,celo,42220.0,Celo,2024-07-28 00:00:00,0,65,65.75,66,51,49.92857142857143,50,2213,1875,970.0,829,1351.2857142857142,1239,218,182,202.0,202.0,203,242.71428571428572,242.71428571428572,246,0.8322542672160094,0.012658454486858125,0.007768100038863361,174,197.17857142857142,201,2024-07-30 02:27:59.149537
0.005067244566256613,zora,7777777.0,ZORA,2024-07-28 00:00:00,1,34,37.214285714285715,37,29,31.964285714285715,32,3025,349,384.85714285714283,379,2732.285714285714,2668,181,71,84.17857142857143,84.17857142857143,76,170.64285714285714,170.64285714285714,159,0.4933026370866472,0.005275102055432214,0.005461445259812999,152,141.10714285714286,130,2024-07-30 02:27:59.149537
,- All -,,- All -,2024-07-27 00:00:00,0,6182,6275.428571428572,6297,5546,5619.214285714285,5614,304848,217980,162779.64285714287,149462,247056.0,242971,31071,15407,16043.67857142857,,16120,31412.321428571428,,31394,0.5107447600748114,,,27186,27513.14285714286,27568,2024-07-30 02:27:59.149537
0.38459578263362426,bnb,56.0,BNB,2024-07-27 00:00:00,0,2098,2118.3214285714284,2104,2116,2126.214285714286,2126,55250,16909,17969.10714285714,17558,53112.67857142857,52735,12189,5356,5547.464285714285,5547.464285714285,5528,12056.0,12056.0,12074,0.4601413641103422,0.34577258956019613,0.3837984412395045,10730,10581.214285714286,10547,2024-07-30 02:27:59.149537
0.28234694527616744,ethereum,1.0,Ethereum,2024-07-27 00:00:00,0,2624,2630.0714285714284,2624,2270,2249.8214285714284,2230,25744,15923,16826.178571428572,16855,26349.25,26309,8897,5523,5605.571428571428,5605.571428571428,5627,8832.142857142857,8832.142857142857,8864,0.634678528103518,0.3493943987729925,0.2811681039628444,6988,6937.5,6965,2024-07-30 02:27:59.149537
0.21026310760017838,- OP Chains -,,- OP Chains -,2024-07-27 00:00:00,0,895,929.7857142857143,933,567,594.1785714285714,594,150894,128518,71522.89285714286,52492,92240.21428571429,73049,6445,2429,2496.3928571428573,2496.3928571428573,2499,6470.642857142857,6470.642857142857,6601,0.38580291205333983,0.1555997800646895,0.20599059741116146,5801,5798.107142857143,5921,2024-07-30 02:27:59.149537
0.18691469707587438,base,8453.0,Base,2024-07-27 00:00:00,1,629,648.1428571428571,650,440,460.39285714285717,462,126424,108422,44716.17857142857,32358,61376.75,49497,5749,1957,1989.642857142857,1989.642857142857,1986,5764.857142857143,5764.857142857143,5868,0.34513307231005597,0.12401413106630783,0.18352216202695715,5315,5311.892857142857,5434,2024-07-30 02:27:59.149537
0.13403835127731414,polygon,137.0,Polygon PoS,2024-07-27 00:00:00,0,811,877.0714285714286,878,771,845.0,842,35997,27480,28914.35714285714,28366,38701.607142857145,38046,3732,2465,2699.3214285714284,2699.3214285714284,2762,4153.285714285715,4153.285714285715,4208,0.6499243284146802,0.16824828648577655,0.13221836290354674,3227,3615.035714285714,3673,2024-07-30 02:27:59.149537
0.07498248072880168,arbitrum,42161.0,Arbitrum One,2024-07-27 00:00:00,0,795,827.0357142857143,829,667,712.3571428571429,714,18390,14385,15866.92857142857,16284,20264.928571428572,20571,2153,1776,1907.0714285714287,1907.0714285714287,1927,2335.714285714286,2335.714285714286,2354,0.8164831804281346,0.1188674667147497,0.07435662757448454,1693,1864.0,1887,2024-07-30 02:27:59.149537
0.03421035866726126,optimism,10.0,OP Mainnet,2024-07-27 00:00:00,1,453,474.57142857142856,476,270,286.67857142857144,288,22268,20416,27144.0,28534,28955.321428571428,30182,1039,848,894.4285714285714,894.4285714285714,902,1070.7857142857142,1070.7857142857142,1074,0.8353011807084251,0.05574959429949046,0.0340880796320825,649,661.5714285714286,668,2024-07-30 02:27:59.149537
0.03322290883608333,avalanche_c,43114.0,Avalanche C-Chain,2024-07-27 00:00:00,0,314,321.14285714285717,321,245,245.67857142857142,246,4386,3039,3206.3214285714284,3181,4667.0,4684,974,759,812.9642857142857,812.9642857142857,829,1038.2142857142858,1038.2142857142858,1043,0.7830409356725145,0.0506719379907084,0.03305117987141079,760,819.6071428571429,823,2024-07-30 02:27:59.149537
0.019303051538510543,fantom,250.0,Fantom,2024-07-27 00:00:00,0,165,184.39285714285714,186,131,143.07142857142858,144,8946,7484,8359.642857142857,8439,10336.607142857143,10351,505,387,452.07142857142856,452.07142857142856,451,618.4285714285714,618.4285714285714,606,0.7310002310002309,0.02817754211160159,0.019687452034858933,396,493.5357142857143,479,2024-07-30 02:27:59.149537
0.01258202204242849,scroll,534352.0,Scroll,2024-07-27 00:00:00,0,0,0.0,0,0,0.0,0,5748,4893,2499.5,1571,3405.035714285714,2549,395,333,328.7857142857143,328.7857142857143,330,395.39285714285717,395.39285714285717,395,0.8315418661367536,0.02049316263860043,0.012587189967540036,395,395.39285714285717,395,2024-07-30 02:27:59.149537
0.012072370516659233,gnosis,100.0,Gnosis,2024-07-27 00:00:00,0,145,153.25,154,106,114.5,115,2685,2082,2547.714285714286,2607,3433.714285714286,3500,337,298,333.60714285714283,333.60714285714283,341,368.92857142857144,368.92857142857144,379,0.9042594385285575,0.020793681534560786,0.011744708911994271,237,266.35714285714283,274,2024-07-30 02:27:59.149537
0.007867745429062878,celo,42220.0,Celo,2024-07-27 00:00:00,0,65,65.78571428571429,66,51,49.92857142857143,50,3019,2670,929.2142857142857,828,1312.6785714285713,1237,212,179,202.35714285714286,202.35714285714286,203,243.96428571428572,243.96428571428572,247,0.8294539598887425,0.012612889366751036,0.007766515641610151,167,198.35714285714286,202,2024-07-30 02:27:59.149537
0.0050646620373319745,zora,7777777.0,ZORA,2024-07-27 00:00:00,1,34,37.464285714285715,37,30,32.25,32,2975,381,383.5357142857143,379,2716.6428571428573,2645,170,72,84.64285714285714,84.64285714285714,76,170.03571428571428,170.03571428571428,159,0.49779458097038437,0.005275776173526289,0.005413026053243438,142,140.35714285714286,130,2024-07-30 02:27:59.149537
,- All -,,- All -,2024-07-26 00:00:00,0,6396,6277.571428571428,6297,5732,5621.25,5614,303307,209712,159433.10714285713,146863,243405.32142857142,239663,33182,16603,16046.82142857143,,16120,31366.5,,31394,0.5115910741897065,,,29166,27467.10714285714,27568,2024-07-30 02:27:59.149537
0.3823023507676626,bnb,56.0,BNB,2024-07-26 00:00:00,0,2207,2112.9285714285716,2104,2217,2120.25,2126,60302,18338,17952.964285714286,17558,52790.892857142855,52351,13226,5776,5538.75,5538.75,5528,11992.5,11992.5,12002,0.4618511569731082,0.3451618144225269,0.3823346564009373,11686,10521.607142857143,10519,2024-07-30 02:27:59.149537
0.28234694527616744,ethereum,1.0,Ethereum,2024-07-26 00:00:00,0,2705,2637.1785714285716,2628,2328,2255.785714285714,2230,28415,17905,16862.035714285714,16863,26384.0,26407,9421,5884,5619.857142857143,5619.857142857143,5635,8841.67857142857,8841.67857142857,8864,0.6356097541271657,0.3502162199456501,0.2818828550022658,7457,6942.392857142857,6965,2024-07-30 02:27:59.149537
0.21026310760017838,- OP Chains -,,- OP Chains -,2024-07-26 00:00:00,0,926,930.4642857142857,933,584,594.8571428571429,594,137243,114631,68107.0,52441,88742.03571428571,71520,6633,2663,2492.714285714286,2492.714285714286,2499,6474.107142857143,6474.107142857143,6601,0.3850282719624879,0.15534006512193113,0.20640196205688052,5963,5800.714285714285,5921,2024-07-30 02:27:59.149537
0.18691469707587438,base,8453.0,Base,2024-07-26 00:00:00,1,641,648.0357142857143,650,448,460.4642857142857,462,110635,92456,41502.0,29000,58098.28571428572,46681,5832,2089,1986.107142857143,1986.107142857143,1986,5768.821428571428,5768.821428571428,5868,0.34428299912708094,0.12376950486411416,0.18391664446372494,5385,5315.678571428572,5434,2024-07-30 02:27:59.149537
0.13403835127731414,polygon,137.0,Polygon PoS,2024-07-26 00:00:00,0,847,878.7142857142857,878,834,846.8571428571429,842,38017,28366,29086.178571428572,28394,38927.67857142857,38150,4127,2698,2701.4285714285716,2701.4285714285716,2762,4156.892857142857,4156.892857142857,4208,0.6498672600585946,0.16834664630957177,0.13252651258963724,3596,3618.1428571428573,3673,2024-07-30 02:27:59.149537
0.07498248072880168,arbitrum,42161.0,Arbitrum One,2024-07-26 00:00:00,0,814,826.8928571428571,829,682,713.4285714285714,714,20693,16347,15830.25,16284,20228.285714285714,20571,2300,1878,1905.5714285714287,1905.5714285714287,1927,2334.785714285714,2334.785714285714,2354,0.8161654480374462,0.11875070941953346,0.07443564676599922,1832,1863.142857142857,1887,2024-07-30 02:27:59.149537
0.03421035866726126,optimism,10.0,OP Mainnet,2024-07-26 00:00:00,1,476,475.39285714285717,476,288,287.5357142857143,289,24296,22437,26943.60714285714,28534,28754.464285714286,30182,1158,966,893.9642857142857,893.9642857142857,902,1070.642857142857,1070.642857142857,1074,0.8349789845886983,0.05570974224980024,0.034133322402654334,747,660.4285714285714,668,2024-07-30 02:27:59.149537
0.03322290883608333,avalanche_c,43114.0,Avalanche C-Chain,2024-07-26 00:00:00,0,319,321.17857142857144,321,248,245.35714285714286,246,4684,3231,3196.785714285714,3181,4656.785714285715,4684,1034,806,812.3928571428571,812.3928571428571,829,1038.2142857142858,1038.2142857142858,1043,0.7824905400756793,0.0506264035378613,0.03309946234722668,813,819.5714285714286,823,2024-07-30 02:27:59.149537
0.019462317640313434,fantom,250.0,Fantom,2024-07-26 00:00:00,0,183,185.42857142857142,186,139,143.71428571428572,144,10364,8414,8474.142857142857,8544,10474.535714285714,10364,581,412,454.92857142857144,454.92857142857144,453,624.0714285714286,624.0714285714286,611,0.7289687535767426,0.02835007377963148,0.019896113005003064,456,498.35714285714283,479,2024-07-30 02:27:59.149537
0.01258202204242849,scroll,534352.0,Scroll,2024-07-26 00:00:00,0,0,0.0,0,0,0.0,0,4799,3934,2372.464285714286,1531,3284.1071428571427,2484,393,332,328.4642857142857,328.4642857142857,328,395.32142857142856,395.32142857142856,395,0.8308790315294968,0.020469118272198987,0.012603300609613077,393,395.32142857142856,395,2024-07-30 02:27:59.149537
0.012072370516659233,gnosis,100.0,Gnosis,2024-07-26 00:00:00,0,149,153.60714285714286,154,110,114.82142857142857,115,2999,2273,2554.785714285714,2607,3444.535714285714,3500,358,332,333.92857142857144,333.92857142857144,341,368.9642857142857,368.9642857142857,379,0.9050430742425709,0.02080963964826145,0.011763004661479148,260,266.35714285714283,274,2024-07-30 02:27:59.149537
0.007867745429062878,celo,42220.0,Celo,2024-07-26 00:00:00,0,64,65.78571428571429,66,50,49.892857142857146,50,2206,1816,860.0357142857143,827,1244.7142857142858,1216,245,201,202.96428571428572,202.96428571428572,203,244.60714285714286,244.60714285714286,247,0.8297561687837641,0.012648254772306931,0.007798356299145358,203,198.92857142857142,202,2024-07-30 02:27:59.149537
0.0050646620373319745,zora,7777777.0,ZORA,2024-07-26 00:00:00,1,38,37.535714285714285,37,33,32.32142857142857,32,3073,424,380.7142857142857,370,2697.3928571428573,2605,175,77,84.82142857142857,84.82142857142857,76,169.57142857142858,169.57142857142858,159,0.5002106149957877,0.005285871033649298,0.005406131655474107,144,139.85714285714286,129,2024-07-30 02:27:59.149537
,- All -,,- All -,2024-07-25 00:00:00,0,6431,6281.285714285715,6297,5699,5625.571428571428,5614,301896,209624,156670.32142857142,145547,240543.35714285713,231260,33017,16838,16043.67857142857,,16120,31365.428571428572,,31394,0.5115083485912606,,,29013,27466.464285714286,27568,2024-07-30 02:27:59.149537
0.3823023507676626,bnb,56.0,BNB,2024-07-25 00:00:00,0,2186,2113.8928571428573,2104,2193,2121.3571428571427,2126,57872,18875,17935.5,17558,52775.28571428572,52351,12729,5749,5538.535714285715,5538.535714285715,5528,12000.82142857143,12000.82142857143,12002,0.4615130511899483,0.34521607308619556,0.38261302252707713,11206,10529.857142857143,10519,2024-07-30 02:27:59.149537
0.28234694527616744,ethereum,1.0,Ethereum,2024-07-25 00:00:00,0,2628,2638.035714285714,2628,2230,2255.785714285714,2230,28169,18036,16845.39285714286,16863,26334.14285714286,26407,9060,5746,5617.321428571428,5617.321428571428,5635,8827.535714285714,8827.535714285714,8864,0.6363408328646969,0.35012677445277735,0.28144157807959624,7160,6928.321428571428,6965,2024-07-30 02:27:59.149537
0.21026310760017838,- OP Chains -,,- OP Chains -,2024-07-25 00:00:00,0,968,931.2857142857143,936,610,595.6785714285714,596,137330,114033,65385.642857142855,49961,85903.71428571429,70291,7090,2911,2489.9285714285716,2489.9285714285716,2499,6475.607142857143,6475.607142857143,6601,0.38450889877948563,0.15519686213751302,0.20645683600688655,6398,5801.75,5921,2024-07-30 02:27:59.149537
0.18799770656813403,base,8453.0,Base,2024-07-25 00:00:00,1,676,648.3928571428571,651,469,461.2142857142857,463,110486,91840,38893.78571428572,27608,55399.142857142855,42630,6290,2359,1985.2857142857142,1985.2857142857142,1986,5773.607142857143,5773.607142857143,5902,0.3438553516308819,0.12374255102699551,0.18407550624436367,5822,5320.357142857143,5451,2024-07-30 02:27:59.149537
0.13403835127731414,polygon,137.0,Polygon PoS,2024-07-25 00:00:00,0,898,880.3214285714286,883,855,848.3928571428571,846,38615,28409,29222.75,28409,39089.0,38364,4337,2806,2703.714285714286,2703.714285714286,2762,4157.892857142857,4157.892857142857,4208,0.6502606917995895,0.16852209259098488,0.13256292187030305,3775,3619.0,3673,2024-07-30 02:27:59.149537
0.07498248072880168,arbitrum,42161.0,Arbitrum One,2024-07-25 00:00:00,0,852,827.75,830,725,715.0357142857143,715,21326,16629,15797.17857142857,16063,20197.60714285714,20563,2555,2114,1905.7857142857142,1905.7857142857142,1927,2336.0714285714284,2336.0714285714284,2354,0.8158079804311268,0.1187873283424936,0.07447918089980779,2075,1864.25,1887,2024-07-30 02:27:59.149537
0.03421035866726126,optimism,10.0,OP Mainnet,2024-07-25 00:00:00,1,493,476.25,477,295,287.92857142857144,289,24314,22246,26836.035714285714,28534,28648.25,30182,1171,975,892.2857142857143,892.2857142857143,902,1068.607142857143,1068.607142857143,1074,0.8349988302529996,0.0556160303457303,0.034069585257654016,751,657.5357142857143,667,2024-07-30 02:27:59.149537
0.03322290883608333,avalanche_c,43114.0,Avalanche C-Chain,2024-07-25 00:00:00,0,325,321.57142857142856,324,250,245.5,246,4937,3424,3193.1785714285716,3176,4650.785714285715,4672,1053,839,812.2857142857143,812.2857142857143,829,1037.75,1037.75,1043,0.7827373782565303,0.05062964273868436,0.03308579054281784,829,818.9642857142857,823,2024-07-30 02:27:59.149537
0.01958973052175575,fantom,250.0,Fantom,2024-07-25 00:00:00,0,191,185.71428571428572,187,151,144.10714285714286,145,10605,8544,8499.107142857143,8568,10514.67857142857,10580,611,453,457.39285714285717,457.39285714285717,455,627.5357142857143,627.5357142857143,615,0.7288714358886802,0.028509225930105984,0.020007241822206433,479,501.75,492,2024-07-30 02:27:59.149537
0.01258202204242849,scroll,534352.0,Scroll,2024-07-25 00:00:00,0,0,0.0,0,0,0.0,0,5349,4442,2282.3571428571427,1511,3199.714285714286,2483,396,336,328.10714285714283,328.10714285714283,326,394.75,394.75,395,0.831177056002895,0.020450867386576376,0.012585512711903005,396,394.75,395,2024-07-30 02:27:59.149537
0.012072370516659233,gnosis,100.0,Gnosis,2024-07-25 00:00:00,0,165,153.75,154,121,114.89285714285714,115,3616,2631,2563.785714285714,2607,3459.785714285714,3500,397,362,334.0,334.0,341,369.5,369.5,379,0.9039242219215156,0.020818168259416816,0.011780486249647018,289,266.85714285714283,274,2024-07-30 02:27:59.149537
0.007899598649423457,celo,42220.0,Celo,2024-07-25 00:00:00,0,70,65.92857142857143,66,54,50.0,50,1305,907,823.4642857142857,827,1208.6785714285713,1210,250,207,202.82142857142858,202.82142857142858,203,246.07142857142858,246.07142857142858,248,0.8242380261248186,0.01264182822339907,0.007845307390302335,204,200.17857142857142,202,2024-07-30 02:27:59.149537
0.0050646620373319745,zora,7777777.0,ZORA,2024-07-25 00:00:00,1,36,37.535714285714285,37,31,32.32142857142857,32,3388,705,377.75,370,2668.3214285714284,2594,427,315,85.17857142857143,85.17857142857143,76,169.07142857142858,169.07142857142858,159,0.5038022813688212,0.005309167161966329,0.005390375208373186,399,139.39285714285714,129,2024-07-30 02:27:59.149537
,- All -,,- All -,2024-07-24 00:00:00,0,6121,6278.714285714285,6297,5443,5625.071428571428,5614,302378,220681,154023.4642857143,143199,237773.75,230816,31024,16157,16018.035714285714,,16120,31338.464285714286,,31394,0.5111302062618165,,,27237,27442.85714285714,27568,2024-07-30 02:27:59.149537
0.3823023507676626,bnb,56.0,BNB,2024-07-24 00:00:00,0,1969,2114.3214285714284,2104,1988,2121.964285714286,2126,48048,17690,17907.25,17558,52799.357142857145,52351,10898,5312,5538.642857142857,5538.642857142857,5528,12015.82142857143,12015.82142857143,12002,0.4609458362932205,0.3457754094157256,0.3834208759887724,9531,10545.5,10519,2024-07-30 02:27:59.149537
0.2814232018857106,ethereum,1.0,Ethereum,2024-07-24 00:00:00,0,2614,2637.75,2620,2226,2256.035714285714,2237,27944,17940,16805.85714285714,16863,26256.678571428572,26309,9194,5706,5609.178571428572,5609.178571428572,5627,8808.642857142857,8808.642857142857,8835,0.6367812456921368,0.35017892777115084,0.28108087163538187,7309,6909.607142857143,6954,2024-07-30 02:27:59.149537
0.20943492387080334,- OP Chains -,,- OP Chains -,2024-07-24 00:00:00,0,942,930.5357142857143,936,599,595.5,596,150334,127887,62777.21428571428,49426,83145.67857142857,70178,6725,2622,2471.714285714286,2471.714285714286,2479,6451.321428571428,6451.321428571428,6575,0.38313302368839164,0.15430820169228884,0.2058595268024119,6053,5777.928571428572,5908,2024-07-30 02:27:59.149537
0.18691469707587438,base,8453.0,Base,2024-07-24 00:00:00,1,672,647.6428571428571,651,468,461.2142857142857,463,118618,100347,36300.78571428572,24319,52688.92857142857,40513,6003,2097,1968.2142857142858,1968.2142857142858,1976,5752.25,5752.25,5868,0.34216424628871933,0.12287488433796726,0.18355238940735769,5539,5299.571428571428,5434,2024-07-30 02:27:59.149537
